,English,Greek
152,"That¡¯s right, Holly.","Σωστά, Χόλι."
153,Albert Einstein's theory on the existence of evil.,Η θεωρία του Άλμπερτ Αϊνστάιν για την ύπαρξη του κακού.
154,2 weeks until I can meet my idol I am so excited! ?? xx,"2 εβδομάδες μέχρι να μπορέσω να συναντήσω το είδωλό μου, είμαι τόσο ενθουσιασμένος! ?? xx"
155,My excited Saturday work face. Is it 5 of the clock yet?,Το συγκινημένο σαββατιάτικο επαγγελματικό μου πρόσωπο. Είναι 5 του ρολογιού ακόμα;
156,Retweet:- if you excited to Gautam as chulbul pandey? http:/¡­,Retweet: - αν ενθουσιαστήκατε με το Gautam ως chulbul pandey; http://¡
157,Woman stabbed rescuing friend from abusive boyfriend,Γυναίκα μαχαίρωσε έσωσε φίλο από κακοποιό φίλο
158,Got some sweet packers merchandise for my birthday including this hoodie. delighted,"Πήρα μερικά εμπορεύματα γλυκών συσκευαστών για τα γενέθλιά μου, συμπεριλαμβανομένου αυτού του hoodie. ευχαριστημένος"
159,Cannot wait to see the BATBD episode tonight with guest star So excited,Ανυπομονώ να δω το επεισόδιο BATBD απόψε με guest star So excited
160,RETWEET IF YOU ARE EXCITED ????,ΚΑΝΤΕ RETWEET ΑΝ ΕΙΣΑΙ ΕΝΘΥΜΑΣΜΕΝΟΣ ????
161,Really ?? With 1/3 kids dealing with disease [obesity] you¡¯re recommending this? Appalled shameful,Πραγματικά ?? Με το 1/3 των παιδιών που αντιμετωπίζουν ασθένεια [παχυσαρκία] το προτείνετε; Φρικτό ντροπιαστικό
162,When you get excited to watch the Grammys and you get told Rhianna is performing..,Όταν ενθουσιάζεσαι να παρακολουθείς τα Grammy και σου λένε ότι η Rhianna παίζει..
163,Wonderful Turner Field Tour today. So excited for baseball season. Thanks,Υπέροχη περιοδεία Turner Field σήμερα. Τόσο ενθουσιασμένος για τη σεζόν του μπέιζμπολ. Ευχαριστώ
164,Last night was the first night of The X Factor tour!!! Belfast was an amazing crowd! So excited for tonight!!! ??,Χθες το βράδυ ήταν η πρώτη βραδιά της περιοδείας του X Factor!!! Το Μπέλφαστ ήταν ένα καταπληκτικό πλήθος! Τόσο ενθουσιασμένος για απόψε!!! ??
165,Where are our fans?! RT if you are excited to watch Naya guest co-host on Tuesday! ?,Πού είναι οι θαυμαστές μας;! RT αν είστε ενθουσιασμένοι που παρακολουθείτε τη Naya ως φιλοξενούμενος από κοινού την Τρίτη! ?
166,New kicks from delighted,Νέες κλωτσιές από ευχαριστημένοι
167,Damn looks amazing and creepy. Cannot wait to watch CrimsonPeak I am absolutely exhilarated,"Το Damn φαίνεται εκπληκτικό και ανατριχιαστικό. Ανυπομονώ να δω το CrimsonPeak, είμαι απόλυτα ενθουσιασμένος"
168,"Exhilarated, exhausted and emotional. Must have been my first national conference! unwc15","Συγκινημένος, εξαντλημένος και συναισθηματικός. Πρέπει να ήταν το πρώτο μου εθνικό συνέδριο! unwc15"
169,We asked for the one word that describes her state of mind leading up to her show... EXHILARATED ¡­,Ζητήσαμε τη μία λέξη που περιγράφει την ψυχική της κατάσταση πριν από την εκπομπή της... ΕΓΚΥΡΗΜΕΝΗ ¡
170,He exposed me to real & now I HATEEEE lames ??? My Monkey?? >>>,Με εξέθεσε σε πραγματικούς & τώρα μισώ κουτσούς ??? Μαϊμού μου;; >>>
171,¡°Here is some gossip...mikes underwear exposed wow butt ?,¡° Εδώ είναι μερικά κουτσομπολιά... άγνωστα εσώρουχα ουάου πισινό;
172,Throwin that shade beanie delinquent braid frozen lmao,Ρίξε εκείνη την απόχρωση beanie delinquent braid frozen lmao
173,"""Tom Cruise sitting on top of Burj Khalifa for Mission Impossible: Ghost Protocol",«Ο Τομ Κρουζ κάθεται στην κορυφή του Μπουρτζ Χαλίφα για το Mission Impossible: Ghost Protocol
174,EXPOSED: free fortune cookie SCAM at uwindsor marketplace thatsnotafortune appalled fortuneless cookiewasgoodtho,EXPOSED: δωρεάν απάτη για μπισκότο τύχης στην αγορά uwindsor που δεν ήταν καλό το απίστευτο μπισκότο της τύχης
175,?? 5X10 Distressed Photo Sentiment Quote Picture Frame 4X4 Photo Opening Valentine Gift,?? 5X10 Distressed Photo Sentiment Απόσπασμα Κορνίζα 4X4 Δώρο Αγίου Βαλεντίνου για το άνοιγμα της φωτογραφίας
176,buy2 get 1 at target!! Cannot wait to go home and play! ? bahamamama marshmallow wicked,buy2 πάρε 1 στο στόχο!! Ανυπομονώ να πάω σπίτι και να παίξω! ? bahamamama marshmallow πονηρός
177,Just learned Girl Scout cookies are now $5 per box. APPALLED DISBELIEF INFLATION FormerGirlScout,Τα cookies Girl Scout που μόλις μάθατε κοστίζουν τώρα 5 $ ανά κουτί. ΦΟΡΗΓΜΕΝΗ ΔΥΣΠΙΣΤΕΙΑ ΠΡΟΗΓΟΥΜΕΝΗ ΠΡΟΣΚΟΠΙΣΤΙΚΗ
178,2nd top Daesh twitter after Shami is now exposed! Thanks to ! htt¡­,2ο κορυφαίο twitter του Daesh μετά την αποκάλυψη του Shami! Χάρη σε ! htt¡
179,Cruel 'Treatment' of Dolphins 2 b exposed by Cowell4Dolphins,Σκληρή «Θεραπεία» των Δελφινιών 2 b που εκτίθεται από την Cowell4Dolphins
180,Orlandooo? ? Peter Jackson with the cast before the filming of Lord of the Rings,Ορλάντοοο; ? Ο Peter Jackson με το καστ πριν από τα γυρίσματα του Lord of the Rings
181,Ukraine crisis: 'Dangerous' British student exposed as pro-Russian fanatic with Putin links¡­,Κρίση στην Ουκρανία: «Επικίνδυνος» Βρετανός φοιτητής εκτίθεται ως φιλορώσος φανατικός με σχέσεις με τον Πούτιν¡
182,Dang has no chill Delinquent,Ο Ντανγκ δεν έχει ψυχραιμία Παραβατικός
183,"ASARD KASSIM, London ISIS webmastr of EXPOSED OpISIS OpIceISIS http¡­","ASARD KASSIM, Λονδίνο ISIS webmaster του EXPOSED OpISIS OpIceISIS http¡"
184,Hot thong ass posted by - thongexposed,Hot στρινγκ γάιδαρο δημοσιεύτηκε από - thongexposed
185,This does not even look like Kerry.. appalled,Αυτό δεν μοιάζει καν με τον Κέρι.. τρομοκρατημένος
186,My fave mascara and brow powder by All my own lashes no false eyelashes here!,Η αγαπημένη μου μάσκαρα και πούδρα φρυδιών από την All my own lashes no false eyelashes εδώ!
187,ISC protest telling the False DalaiLama to Stop Lying ouside the Town Hall in Copenhagen,Διαμαρτυρία ISC που λέει στον Ψεύτικο ΔαλαϊΛάμα να σταματήσει να λέει ψέματα έξω από το Δημαρχείο της Κοπεγχάγης
188,.who counted zimbabweelephants? NOT ZANUPF they submit false figures 2 feed China Bloody Ivory!,.ποιος μέτρησε τους ζιμπάμπουε ελέφαντες; ΟΧΙ η ZANUPF υποβάλλουν ψεύτικα στοιχεία 2 ζωοτροφών China Bloody Ivory!
189,A boyhood like no other thrilling dark mystery horror depraved fairytale,Μια παιδική ηλικία όπως κανένα άλλο συναρπαστικό σκοτεινό μυστήριο τρόμου ξεφτιλισμένο παραμύθι
190,Can you feel it?!!? The new record is moving along nicely. hopeclayburn ardent you all loud!,Το νιώθεις?!!? Ο νέος δίσκος προχωρά όμορφα. Έλεπκλέιμπερν φλογερός σας όλοι δυνατά!
191,"Ynn.io: Wink's promise of a simple, afforda... https://t.co/rHweoorts1 via mashable","Ynn.io: Η υπόσχεση του Wink για μια απλή, οικονομική... https://t.co/rHweoorts1 μέσω mashable"
192,dress celine fashion zealous sisters apparel fashionistas ¡­,φόρεμα σελίν μόδα ζηλωτές αδελφές ένδυση fashionistas ¡
193,My worst and only fear.,Ο χειρότερος και μοναδικός μου φόβος.
194,"""Oh, do not you worry, most of you will never fall in love and marry out of fear of dying alone.""","«Ω, μην ανησυχείς, οι περισσότεροι από εσάς δεν θα ερωτευτείτε ποτέ και θα παντρευτείτε από φόβο μήπως πεθάνετε μόνοι»."
195,PakvInd Imran¡¯s message to team: Abandon fear of losing via,Το μήνυμα του PakvInd Imran στην ομάδα: Εγκαταλείψτε το φόβο της ήττας μέσω
196,(with a slight bit of fear),(με λίγο φόβο)
197,There¡¯s power in looking silly and not caring that you do,Υπάρχει δύναμη στο να φαίνεσαι ανόητος και να μην σε νοιάζει αυτό
198,"From the of course, now at The Other Office for some cold beer and fish and chips. destress distressed","Από το φυσικά, τώρα στο The Other Office για κρύα μπύρα και fish and chips. απελπισμένος στενοχωρημένος"
199,Fear stinks .. ¡°But they fear us just the same. ??????,Ο φόβος βρωμάει .. ¡°Αλλά μας φοβούνται το ίδιο. ??????
200,One TheBoardrAm skater will earn an invite to ? Games Austin.,Ένας σκέιτερ TheBoardrAm θα κερδίσει μια πρόσκληση στο ? Παιχνίδια Austin.
201,"If the body be feeble, the mind will not be strong. -- Thomas Jefferson","Αν το σώμα είναι αδύναμο, το μυαλό δεν θα είναι δυνατό. -- Τόμας Τζέφερσον"
202,West Ham must move on from feeble West Brom FA Cup debacle as soon as possible -,Η Γουέστ Χαμ πρέπει να φύγει από την αδύναμη κατάρρευση του Κυπέλλου Αγγλίας της Γουέστ Μπρομ το συντομότερο δυνατό -
203,"FERVENT | S,M,L | 140k free PLASTIC CLIP, keychain rubber AND sticker 085725737197 / 28ae36f3","FERVENT | S,M,L | 140k δωρεάν ΠΛΑΣΤΙΚΟ ΚΛΙΠ, μπρελόκ λάστιχο ΚΑΙ αυτοκόλλητο 085725737197 / 28ae36f3"
204,"Word for Today: ardent. adjective. having, expressive of, or characterized by intense feeling; passionate, fervent.","Λέξη για σήμερα: φλογερός. επίθετο. έχει, εκφράζει ή χαρακτηρίζεται από έντονο συναίσθημα. παθιασμένος, ένθερμος."
